age,annual_income,employment_length_years,loan_amount,loan_term_months,credit_history_years,num_credit_lines,num_delinquencies_2y,revolving_utilization,debt_to_income,inquiries_6m,home_ownership,loan_purpose,default
45,31971.16,3.0,15351.62,24,8.8,4,0,0.187,0.2,2,MORTGAGE,home_improvement,0
55,78494.14,6.2,9167.49,48,15.4,3,0,0.502,0.156,3,MORTGAGE,home_improvement,1
24,80333.69,2.6,13003.6,24,6.3,9,1,0.345,0.334,1,MORTGAGE,major_purchase,0
61,27164.55,16.3,12117.15,48,6.8,7,1,0.301,0.546,0,RENT,debt_consolidation,0
18,24189.62,6.3,11395.9,36,1.0,2,0,0.501,0.364,0,MORTGAGE,debt_consolidation,1
36,54172.44,2.7,18410.4,60,3.1,2,0,0.519,0.511,1,MORTGAGE,debt_consolidation,1
44,145143.8,13.8,6087.29,48,10.4,8,0,0.513,0.579,0,MORTGAGE,medical,0
41,137979.24,0.6,6499.44,48,1.3,8,1,0.273,0.493,0,RENT,car,0
31,73855.99,6.4,5707.1,12,12.6,3,0,0.739,0.442,0,MORTGAGE,major_purchase,0
36,36261.14,5.1,19564.95,48,18.4,5,0,0.25,0.258,1,RENT,major_purchase,0
33,88235.39,1.8,10703.33,36,16.0,13,0,0.411,0.226,1,RENT,small_business,0
32,42241.85,14.6,7441.99,36,9.1,9,2,0.613,0.741,2,MORTGAGE,home_improvement,1
47,35520.71,3.8,23091.95,48,4.2,3,0,0.678,0.543,1,OWN,credit_card,0
42,16660.87,3.5,9377.18,24,8.2,4,0,0.423,0.245,0,RENT,home_improvement,1
30,57314.57,9.4,2923.73,24,10.6,6,1,0.203,0.159,0,OWN,debt_consolidation,0
48,38314.09,6.2,7323.09,36,12.4,6,0,0.541,0.751,0,RENT,small_business,1
41,57127.26,2.8,11425.56,36,3.9,8,1,0.212,0.162,0,MORTGAGE,debt_consolidation,0
47,15296.1,3.8,13474.24,24,10.4,3,0,0.557,0.438,0,RENT,debt_consolidation,0
45,59480.55,13.4,7183.74,36,1.5,6,0,0.331,0.512,0,OWN,small_business,0
29,14226.81,4.7,8352.91,36,6.1,3,0,0.253,0.603,2,RENT,debt_consolidation,0
32,98554.71,18.6,8016.65,36,2.3,6,0,0.573,0.303,3,OWN,car,0
46,72188.8,2.5,15733.66,24,6.0,7,1,0.57,0.253,1,MORTGAGE,debt_consolidation,0
45,46478.0,4.3,23983.64,36,4.4,4,2,0.16,0.249,2,OWN,other,0
38,73828.19,3.2,6919.01,24,11.8,8,0,0.283,0.271,1,RENT,car,0
39,31636.26,9.0,25013.66,24,13.9,4,0,0.359,0.21,0,MORTGAGE,credit_card,0
52,56376.44,19.1,11961.21,12,1.8,2,3,0.074,0.537,0,MORTGAGE,debt_consolidation,1
31,83878.59,5.9,9766.18,36,8.1,6,0,0.339,0.274,0,MORTGAGE,home_improvement,0
44,12000.0,6.6,8985.64,24,1.6,2,0,0.407,0.203,2,MORTGAGE,major_purchase,1
36,42362.83,4.1,5987.02,60,4.3,1,0,0.504,0.139,0,RENT,small_business,0
36,53505.82,1.7,6411.15,36,13.1,2,0,0.489,0.725,2,MORTGAGE,small_business,1
50,48632.07,4.7,5859.68,36,2.2,6,0,0.223,0.417,1,RENT,debt_consolidation,0
47,120741.36,7.7,5520.97,36,5.8,6,1,0.013,0.341,0,MORTGAGE,car,0
47,29197.97,3.6,13459.96,36,3.5,4,0,0.226,0.231,4,OWN,credit_card,0
52,38498.03,1.8,37437.55,36,12.2,5,0,0.336,0.54,1,OWN,debt_consolidation,0
38,18887.81,0.4,6766.9,60,16.5,5,0,0.411,0.308,1,RENT,credit_card,1
46,124325.41,15.1,8987.86,24,4.6,4,0,0.669,0.261,0,RENT,home_improvement,0
35,47313.0,4.0,19198.18,24,2.2,7,0,0.253,0.345,1,RENT,credit_card,0
42,42568.73,7.4,5809.54,48,2.7,9,0,0.112,0.383,0,RENT,major_purchase,0
37,52634.89,11.2,4591.22,60,6.8,2,1,0.354,0.201,1,MORTGAGE,home_improvement,1
39,76874.52,12.8,3326.42,48,1.2,5,2,0.5,0.374,1,RENT,credit_card,0
45,65581.56,3.6,10993.69,12,6.7,4,0,0.375,0.153,0,RENT,major_purchase,0
29,232428.13,7.2,7260.93,60,7.8,12,1,0.681,0.149,0,RENT,other,0
61,69540.51,7.8,4817.54,48,2.5,4,2,0.393,0.452,1,RENT,credit_card,1
27,41945.02,10.2,7086.84,24,2.5,7,0,0.389,0.186,2,RENT,home_improvement,1
25,39785.34,7.7,17815.25,12,8.0,4,0,0.401,0.264,2,RENT,debt_consolidation,0
51,43651.05,6.7,8188.49,48,19.4,6,0,0.492,0.472,1,MORTGAGE,home_improvement,0
47,23718.0,2.6,17401.32,24,6.4,10,0,0.389,0.068,0,RENT,other,0
45,55377.32,8.8,13679.76,36,5.5,4,0,0.333,0.374,1,OWN,home_improvement,1
45,83358.63,5.5,11486.79,12,6.8,1,2,0.385,0.728,0,RENT,car,0
38,38663.45,13.9,10385.42,36,5.6,3,2,0.138,0.586,2,MORTGAGE,medical,0
28,34750.21,8.8,15651.38,12,8.1,8,0,0.242,0.287,0,MORTGAGE,debt_consolidation,1
39,124712.93,1.0,12443.24,36,8.0,1,1,0.443,0.548,0,MORTGAGE,small_business,1
31,24721.64,2.4,11720.23,48,14.0,3,0,0.484,0.237,0,MORTGAGE,major_purchase,1
49,17373.47,4.1,3255.53,36,13.1,4,0,0.289,0.132,0,RENT,medical,1
36,28735.94,5.4,8649.75,60,6.9,4,0,0.76,0.264,1,RENT,other,0
29,23219.83,20.6,4115.35,36,12.0,6,0,0.293,0.274,1,MORTGAGE,other,1
34,66998.42,9.5,5450.12,48,4.3,5,0,0.203,0.282,1,MORTGAGE,debt_consolidation,1
43,44427.44,3.2,19068.17,36,11.0,5,0,0.358,0.399,0,RENT,car,0
32,48010.36,9.7,9479.33,24,12.7,5,0,0.623,0.585,1,MORTGAGE,debt_consolidation,0
29,102141.44,6.4,28051.8,36,1.6,10,1,0.566,0.405,2,OWN,car,0
41,37040.45,9.8,16061.16,24,6.2,7,0,0.765,0.339,1,MORTGAGE,debt_consolidation,0
41,82975.38,4.4,6889.38,24,18.9,7,0,0.523,0.302,1,MORTGAGE,debt_consolidation,0
32,124396.28,21.8,8125.31,36,8.8,5,0,0.225,0.358,1,RENT,major_purchase,0
33,42166.68,15.1,15303.27,36,16.0,8,0,0.269,0.816,1,MORTGAGE,major_purchase,0
41,81256.21,8.6,14407.8,36,3.3,3,0,0.415,0.252,1,MORTGAGE,home_improvement,0
22,47429.52,4.0,18517.64,36,4.5,5,0,0.314,0.143,1,RENT,home_improvement,1
23,90062.03,9.8,2803.47,48,3.7,7,0,0.516,0.127,0,RENT,home_improvement,0
30,22826.58,1.7,4045.53,36,7.4,3,0,0.445,0.568,0,MORTGAGE,home_improvement,0
36,21915.91,15.8,7226.72,48,7.5,3,0,0.497,0.166,0,RENT,home_improvement,0
41,43686.86,13.6,15501.81,60,5.1,6,1,0.216,0.675,2,OWN,medical,0
54,33226.11,7.9,16733.13,36,6.4,3,1,0.694,0.337,2,MORTGAGE,debt_consolidation,1
47,40774.41,2.6,1893.63,36,6.0,4,0,0.742,0.632,0,RENT,major_purchase,1
36,48014.6,4.4,6131.15,48,19.0,7,0,0.171,0.524,0,MORTGAGE,debt_consolidation,0
38,80499.6,0.7,14542.96,36,14.8,6,0,0.738,0.211,0,RENT,debt_consolidation,0
27,43294.75,0.7,5632.41,24,6.4,6,0,0.226,0.466,0,MORTGAGE,credit_card,0
38,34436.64,4.9,12331.1,24,0.0,3,0,0.38,0.722,0,RENT,other,0
35,44652.59,2.4,13795.32,12,4.3,4,1,0.359,0.32,1,MORTGAGE,credit_card,1
42,35488.72,1.0,7783.96,48,1.1,3,0,0.705,0.558,0,RENT,debt_consolidation,0
29,32412.42,4.0,10988.71,24,12.0,5,0,0.597,0.209,0,MORTGAGE,small_business,1
44,22311.13,4.3,9709.23,48,3.9,3,0,0.531,0.632,1,MORTGAGE,credit_card,1
55,56286.67,1.9,14287.25,48,1.6,6,1,0.274,0.214,0,RENT,debt_consolidation,0
37,39624.86,7.0,9214.22,48,20.0,3,0,0.573,0.436,0,MORTGAGE,debt_consolidation,0
42,92175.84,10.8,3539.04,60,5.6,12,0,0.71,0.263,0,RENT,credit_card,1
46,24438.92,7.3,14858.26,36,12.7,4,2,0.081,0.291,0,RENT,debt_consolidation,0
34,40209.32,5.4,10436.57,24,3.6,6,0,0.25,0.509,0,RENT,home_improvement,0
40,146840.02,5.7,14795.31,60,10.7,5,1,0.367,0.703,2,MORTGAGE,other,0
38,32312.67,4.6,6405.75,60,11.1,4,1,0.149,0.323,2,MORTGAGE,small_business,0
39,47567.58,4.0,9064.5,24,0.2,7,1,0.083,0.239,1,RENT,medical,0
29,27758.18,7.2,7854.55,48,2.2,5,0,0.36,0.056,0,RENT,home_improvement,0
38,25806.07,7.5,18324.08,12,6.7,2,1,0.145,0.383,2,RENT,credit_card,0
43,126883.05,5.7,15946.17,12,16.5,4,0,0.42,0.338,1,MORTGAGE,credit_card,1
54,59520.24,4.1,26312.29,48,8.3,4,0,0.652,0.589,0,RENT,debt_consolidation,1
49,58309.68,2.6,9953.96,24,19.3,7,0,0.512,0.638,0,MORTGAGE,home_improvement,0
62,21312.01,1.3,5032.86,60,11.3,4,0,0.409,0.24,1,MORTGAGE,medical,0
30,65993.25,2.6,5704.95,36,13.0,6,1,0.575,0.255,2,RENT,debt_consolidation,0
48,102393.86,4.1,18466.93,48,5.9,7,0,0.31,0.344,1,RENT,debt_consolidation,0
40,101947.41,4.4,23615.07,24,2.2,7,0,0.704,0.413,3,MORTGAGE,home_improvement,1
62,78243.68,24.8,4826.53,60,6.5,4,0,0.785,0.216,0,RENT,debt_consolidation,0
29,29108.43,10.1,7904.23,24,1.1,7,0,0.04,0.162,1,RENT,home_improvement,1
29,64358.09,7.2,5474.75,36,12.0,8,2,0.309,0.247,5,RENT,credit_card,0
31,78211.48,8.6,35417.49,36,14.0,8,0,0.166,0.458,0,MORTGAGE,medical,0
18,20192.29,21.5,13467.84,12,1.0,1,1,0.323,0.537,1,OWN,credit_card,0
32,29240.1,3.3,6312.7,60,3.7,6,0,0.596,0.338,0,MORTGAGE,home_improvement,0
30,88299.22,16.3,6109.76,36,8.6,10,0,0.562,0.289,1,MORTGAGE,credit_card,0
40,87712.98,0.4,25537.29,48,2.6,5,0,0.31,0.553,0,MORTGAGE,other,0
42,23115.98,4.8,15719.53,36,2.5,4,0,0.336,0.341,1,OWN,credit_card,1
59,83890.01,2.3,10902.52,12,6.3,1,1,0.846,0.227,3,RENT,home_improvement,1
48,57091.86,1.3,8259.54,60,3.1,4,0,0.583,0.513,1,MORTGAGE,credit_card,1
32,83245.96,13.6,8388.97,36,8.3,4,0,0.193,0.312,0,RENT,major_purchase,0
28,38216.14,4.7,4649.37,24,11.0,7,0,0.234,0.279,2,MORTGAGE,small_business,1
43,77253.76,4.1,6992.02,12,5.4,11,0,0.189,0.161,1,RENT,credit_card,0
23,86172.45,4.8,8126.72,24,1.7,7,1,0.247,0.263,0,RENT,car,0
58,44656.97,6.2,9850.52,36,9.3,3,0,0.349,0.467,0,RENT,debt_consolidation,1
51,54707.93,2.9,10183.27,24,2.7,7,0,0.136,0.267,2,RENT,debt_consolidation,0
33,37923.0,1.2,19002.0,36,9.0,4,0,0.583,0.346,1,RENT,small_business,1
19,134376.58,5.4,6900.13,48,2.0,8,0,0.28,0.588,1,RENT,medical,0
53,50708.58,6.3,24820.56,60,10.5,7,0,0.245,0.501,1,RENT,small_business,0
37,32626.71,14.3,9952.71,48,16.5,6,0,0.178,0.581,3,RENT,credit_card,0
52,36544.86,5.2,13274.37,24,9.3,7,0,0.478,0.303,2,MORTGAGE,home_improvement,0
20,58088.55,6.0,20074.01,36,3.0,5,0,0.518,0.591,1,RENT,debt_consolidation,0
31,81988.33,2.4,14834.38,36,3.7,5,0,0.493,0.439,1,MORTGAGE,credit_card,1
38,25985.53,2.4,16798.9,60,6.0,5,0,0.521,0.066,0,OWN,home_improvement,1
39,149673.72,7.2,7533.1,36,2.3,7,0,0.16,0.263,0,MORTGAGE,home_improvement,0
33,64200.83,9.3,9779.44,36,6.3,1,1,0.048,0.86,2,RENT,major_purchase,0
45,70021.02,11.4,16730.37,24,1.5,4,0,0.33,0.574,1,RENT,credit_card,0
26,51356.45,7.0,16960.25,36,6.4,11,0,0.524,0.324,0,MORTGAGE,debt_consolidation,0
36,54753.27,2.9,12008.65,36,1.8,5,0,0.643,0.395,2,RENT,medical,1
39,49933.34,1.4,16652.15,36,15.7,7,0,0.287,0.126,0,RENT,credit_card,0
44,94824.94,2.3,6627.35,48,14.2,4,2,0.626,0.762,0,OWN,debt_consolidation,0
46,53940.63,6.9,16198.8,60,2.9,4,0,0.552,0.307,2,OWN,credit_card,0
26,82609.31,1.6,18895.59,48,6.0,1,1,0.448,0.228,0,MORTGAGE,credit_card,1
21,42675.65,2.3,10892.23,48,4.0,7,0,0.132,0.33,0,RENT,major_purchase,0
52,60331.06,3.2,12092.28,36,2.5,2,0,0.652,0.157,0,RENT,home_improvement,1
42,34816.4,8.1,3212.12,48,8.7,1,0,0.128,0.285,0,MORTGAGE,credit_card,0
30,105777.23,13.0,24982.92,36,2.6,0,0,0.562,0.583,2,RENT,credit_card,1
55,34249.9,5.8,13410.75,12,7.5,2,0,0.654,0.371,2,MORTGAGE,debt_consolidation,1
39,45309.02,6.6,15462.06,60,8.5,3,2,0.717,0.114,2,MORTGAGE,credit_card,1
51,45559.38,5.3,13318.18,12,8.8,4,0,0.358,0.335,1,MORTGAGE,debt_consolidation,0
39,44592.76,4.8,14377.35,24,7.6,3,1,0.647,0.28,0,RENT,debt_consolidation,0
61,80609.57,7.6,13774.57,12,7.9,9,1,0.723,0.071,0,MORTGAGE,debt_consolidation,1
57,45516.87,4.9,26456.38,12,11.3,8,0,0.489,0.05,2,MORTGAGE,medical,0
35,116617.95,15.6,48280.07,12,6.7,4,0,0.522,0.169,1,RENT,credit_card,0
49,34538.8,6.4,20975.08,48,10.1,3,1,0.151,0.178,3,RENT,debt_consolidation,0
45,59465.86,6.9,23099.32,60,14.0,4,3,0.258,0.099,0,RENT,car,1
53,35359.33,5.5,8348.47,48,14.1,5,1,0.261,0.174,0,RENT,debt_consolidation,1
27,68291.12,9.7,9584.85,36,7.1,6,0,0.484,0.511,3,MORTGAGE,home_improvement,0
46,53703.19,3.1,13610.68,48,2.7,7,0,0.724,0.533,1,OWN,debt_consolidation,1
50,49747.52,2.4,15084.2,36,3.7,4,0,0.486,0.212,0,RENT,credit_card,0
19,104157.68,8.8,13691.21,60,2.0,8,2,0.698,0.612,0,MORTGAGE,debt_consolidation,1
25,37801.8,6.3,6132.59,36,1.2,3,0,0.378,0.409,2,OWN,medical,0
18,74800.76,8.9,8500.89,12,1.0,1,0,0.192,0.141,3,RENT,car,1
35,35492.34,4.3,8771.69,48,6.4,3,1,0.237,0.238,1,MORTGAGE,credit_card,0
46,57640.28,6.0,14433.62,48,0.7,4,1,0.319,0.327,1,OWN,medical,0
55,28069.35,3.9,9022.23,24,7.5,3,0,0.572,0.38,3,MORTGAGE,credit_card,1
39,37632.21,5.3,9681.73,36,1.0,3,0,0.35,0.511,1,OWN,major_purchase,1
56,51783.21,1.4,9332.61,48,9.8,3,1,0.46,0.33,0,MORTGAGE,other,1
23,146980.77,0.7,15928.71,36,6.0,7,0,0.279,0.104,1,MORTGAGE,car,0
19,57264.84,1.6,22492.22,60,2.0,1,0,0.757,0.28,1,OWN,debt_consolidation,0
37,134600.66,9.5,6774.17,36,12.6,4,0,0.024,0.762,0,OWN,credit_card,1
42,61155.67,9.3,17275.94,48,13.0,4,0,0.12,0.36,2,OWN,debt_consolidation,0
38,43787.5,16.0,6353.29,24,3.3,8,0,0.328,0.401,1,MORTGAGE,credit_card,0
18,126329.15,9.0,16167.04,60,1.0,4,0,0.221,0.26,0,MORTGAGE,credit_card,1
37,68896.43,4.1,5116.47,36,9.2,2,0,0.344,0.212,3,RENT,credit_card,1
24,38044.17,5.4,25057.87,36,7.0,6,0,0.06,0.388,1,MORTGAGE,debt_consolidation,0
45,70179.69,0.7,9282.58,36,13.1,6,0,0.16,0.515,2,MORTGAGE,credit_card,0
42,46123.27,4.2,12448.74,24,11.4,7,0,0.528,0.105,1,MORTGAGE,home_improvement,1
28,18142.84,6.0,11712.47,36,8.9,6,0,0.33,0.158,0,OWN,home_improvement,0
32,90652.18,10.8,24719.33,36,15.0,7,0,0.083,0.567,1,OWN,debt_consolidation,1
26,98934.54,5.7,7364.89,24,5.8,1,0,0.146,0.686,1,MORTGAGE,debt_consolidation,0
37,148875.86,2.1,10586.28,24,6.7,12,0,0.607,0.338,0,OWN,medical,1
49,68335.11,10.3,12011.49,48,15.7,3,0,0.501,0.14,1,MORTGAGE,home_improvement,0
27,47249.73,3.8,19624.76,36,7.9,11,1,0.582,0.07,2,MORTGAGE,debt_consolidation,1
44,85754.53,2.9,6930.98,36,10.7,3,1,0.722,0.579,0,MORTGAGE,credit_card,1
32,86456.89,5.2,3037.74,36,5.7,5,0,0.54,0.496,4,MORTGAGE,credit_card,0
29,133392.96,3.7,5493.61,48,4.3,3,1,0.223,0.23,2,RENT,debt_consolidation,0
37,52862.78,6.0,16891.67,24,4.4,4,0,0.573,0.051,1,RENT,credit_card,0
27,49460.59,8.5,11447.34,36,3.3,6,0,0.363,0.371,2,RENT,other,0
32,36550.52,4.2,10489.62,36,2.1,6,0,0.133,0.106,2,RENT,car,0
25,72809.68,4.2,6583.74,60,8.0,3,0,0.215,0.326,3,OWN,major_purchase,0
60,23120.06,8.5,11404.05,48,17.5,4,0,0.317,0.313,0,RENT,debt_consolidation,0
38,83020.93,8.6,14845.84,24,4.5,9,1,0.809,0.492,3,OWN,other,0
30,74855.08,6.5,10188.24,24,2.5,7,0,0.862,0.564,0,RENT,medical,1
40,74741.34,4.9,23814.5,12,1.2,7,0,0.02,0.186,2,MORTGAGE,home_improvement,0
37,58455.66,12.0,18149.98,48,10.7,10,0,0.271,0.266,1,RENT,medical,0
36,125886.76,3.2,10105.32,36,6.3,7,1,0.665,0.368,3,MORTGAGE,debt_consolidation,0
45,87517.71,8.6,16552.38,12,4.5,6,0,0.722,0.434,3,MORTGAGE,debt_consolidation,0
46,38797.36,3.1,11399.61,12,6.5,2,1,0.338,0.734,1,RENT,major_purchase,1
32,39181.17,5.9,13152.01,60,15.0,7,0,0.09,0.293,0,OWN,credit_card,0
32,33395.6,1.9,9519.76,60,15.0,5,0,0.178,0.167,3,OWN,debt_consolidation,0
35,73365.26,6.1,12178.36,36,18.0,4,0,0.446,0.099,2,RENT,car,0
18,31254.65,12.5,4480.45,36,1.0,8,1,0.115,0.265,0,OWN,car,0
21,98308.49,10.0,6777.71,36,4.0,3,0,0.202,0.391,1,RENT,debt_consolidation,0
53,112154.8,0.9,22220.3,36,16.5,2,0,0.14,0.066,0,MORTGAGE,medical,0
56,33407.68,12.2,9018.84,36,7.0,6,0,0.46,0.074,1,OWN,small_business,1
35,48920.33,3.6,5812.82,36,8.0,4,0,0.534,0.109,0,RENT,debt_consolidation,0
44,54673.89,7.7,29570.16,24,8.8,5,2,0.46,0.402,0,RENT,medical,1
41,88096.73,5.4,9151.6,12,2.2,3,0,0.151,0.4,3,RENT,credit_card,1
72,131286.71,3.4,15078.21,24,1.3,7,0,0.581,0.399,1,MORTGAGE,major_purchase,0
50,21439.26,7.1,8046.95,12,4.6,13,0,0.455,0.423,1,RENT,credit_card,0
37,45478.76,3.5,19041.94,36,4.7,7,0,0.458,0.456,2,MORTGAGE,debt_consolidation,1
27,46802.45,8.9,10970.79,48,4.7,6,0,0.343,0.461,1,RENT,debt_consolidation,0
20,25075.12,3.5,4002.82,24,3.0,4,0,0.207,0.193,2,RENT,major_purchase,0
40,41489.24,3.2,37962.04,36,9.6,6,1,0.427,0.639,1,RENT,debt_consolidation,0
30,68546.86,9.0,7704.12,36,2.8,4,0,0.454,0.535,0,MORTGAGE,debt_consolidation,1
22,46477.64,20.3,9047.3,24,5.0,6,0,0.225,0.269,0,MORTGAGE,home_improvement,0
31,23166.4,10.6,5292.56,24,9.8,7,0,0.122,0.343,1,RENT,medical,1
26,263220.01,9.6,3720.99,36,3.3,6,1,0.61,0.521,1,RENT,medical,0
57,62717.63,5.6,21114.54,24,16.7,5,0,0.38,0.447,0,OWN,home_improvement,0
48,57608.87,8.5,12392.06,36,1.1,6,1,0.312,0.417,2,RENT,credit_card,0
38,29618.09,4.2,3425.14,24,9.6,7,0,0.626,0.208,0,MORTGAGE,car,0
54,62529.17,13.8,8723.45,60,14.0,4,0,0.364,0.386,1,RENT,debt_consolidation,0
39,49497.75,1.3,13722.92,12,13.7,3,0,0.377,0.2,0,MORTGAGE,debt_consolidation,1
29,19174.03,5.4,15708.18,36,12.0,6,0,0.036,0.489,2,MORTGAGE,other,1
55,30072.29,4.5,6431.5,48,7.0,10,0,0.353,0.344,1,MORTGAGE,credit_card,1
44,83885.61,5.6,8041.08,48,5.0,2,0,0.555,0.259,1,MORTGAGE,major_purchase,1
27,157819.89,3.3,7288.77,24,8.9,4,0,0.651,0.172,1,RENT,credit_card,0
36,66299.72,6.3,8730.88,24,5.2,6,0,0.222,0.156,2,RENT,medical,1
28,99378.97,3.2,12519.09,36,1.5,1,0,0.166,0.278,1,RENT,major_purchase,0
23,49728.55,3.9,17809.47,48,6.0,1,1,0.709,0.159,2,RENT,credit_card,1
48,51657.96,7.9,12589.79,48,6.1,5,1,0.04,0.251,0,OWN,debt_consolidation,0
59,98719.57,24.6,12830.57,36,7.8,1,0,0.283,0.165,1,MORTGAGE,debt_consolidation,0
23,135202.31,3.9,9744.12,48,6.0,7,0,0.34,0.414,1,MORTGAGE,home_improvement,0
44,110813.42,7.1,5414.53,36,4.6,9,1,0.201,0.335,0,MORTGAGE,debt_consolidation,0
31,30136.74,11.7,10023.4,36,7.5,4,0,0.726,0.392,1,MORTGAGE,major_purchase,0
33,52217.48,7.4,8475.67,36,11.6,3,0,0.627,0.413,3,OWN,debt_consolidation,1
31,63110.26,4.8,7241.3,48,2.2,5,0,0.805,0.251,0,MORTGAGE,debt_consolidation,0
28,46965.9,4.8,11049.77,24,2.0,3,1,0.599,0.737,1,RENT,debt_consolidation,1
39,67058.57,12.2,4282.77,24,22.0,1,0,0.719,0.131,1,OWN,debt_consolidation,1
29,85077.45,0.9,8276.52,48,2.8,10,0,0.575,0.117,1,MORTGAGE,debt_consolidation,0
41,94046.57,6.2,7235.71,48,8.1,2,0,0.242,0.274,0,OWN,debt_consolidation,1
37,136930.47,4.3,6608.69,48,3.4,5,0,0.111,0.23,3,MORTGAGE,credit_card,0
35,45197.97,1.4,15486.08,12,1.6,3,0,0.538,0.439,2,MORTGAGE,credit_card,0
28,25585.52,5.8,11783.02,36,11.0,4,0,0.655,0.219,0,MORTGAGE,credit_card,0
32,65974.86,3.5,14492.82,36,11.0,3,0,0.566,0.471,1,OWN,other,1
46,152679.47,2.3,14141.0,48,4.0,6,0,0.235,0.428,0,MORTGAGE,credit_card,1
44,41675.27,13.2,6053.25,36,6.1,8,0,0.006,0.181,0,MORTGAGE,credit_card,0
27,79044.47,2.7,21081.35,36,1.8,8,0,0.1,0.593,1,MORTGAGE,credit_card,1
39,79432.29,2.1,8217.78,24,1.4,4,0,0.28,0.358,1,RENT,credit_card,0
46,60191.9,1.6,21538.54,48,5.1,3,2,0.248,0.364,2,MORTGAGE,debt_consolidation,0
20,54383.09,6.9,8697.27,60,0.8,4,0,0.395,0.305,1,RENT,credit_card,0
44,32601.51,7.4,5095.82,36,9.2,3,0,0.3,0.239,3,RENT,car,0
31,15445.7,20.1,5826.97,36,10.8,8,0,0.536,0.463,0,OWN,debt_consolidation,0
44,29392.13,4.4,19326.15,36,8.6,4,1,0.503,0.134,1,OWN,debt_consolidation,0
30,43710.02,3.9,15162.69,24,13.0,3,1,0.307,0.495,1,OWN,medical,0
18,99070.05,2.1,6987.71,36,1.0,7,3,0.097,0.184,3,MORTGAGE,debt_consolidation,0
20,51188.98,7.7,12469.3,24,2.1,10,0,0.193,0.383,1,MORTGAGE,home_improvement,1
39,40722.49,1.6,19595.82,36,2.7,4,0,0.568,0.28,1,RENT,medical,1
41,33188.48,3.4,29073.5,36,10.9,4,0,0.393,0.311,1,RENT,car,0
28,77749.17,6.6,11986.05,48,11.0,11,0,0.272,0.017,1,RENT,debt_consolidation,0
45,114358.83,3.5,13271.32,24,3.7,4,0,0.753,0.273,0,RENT,credit_card,0
20,97235.35,3.5,9920.49,48,2.6,7,0,0.344,0.35,0,RENT,home_improvement,1
37,75612.91,3.0,11022.7,12,4.3,10,0,0.371,0.201,0,MORTGAGE,major_purchase,0
25,24062.57,13.7,15444.21,36,6.2,4,1,0.497,0.279,0,RENT,credit_card,0
31,44648.64,3.3,5705.78,48,2.7,4,0,0.358,0.109,0,MORTGAGE,major_purchase,0
39,158105.42,7.8,16155.4,48,10.4,7,0,0.376,0.169,3,RENT,major_purchase,1
29,100415.59,3.1,8668.84,60,1.5,5,0,0.085,0.278,0,RENT,medical,0
34,23257.27,3.8,7023.76,24,15.8,2,1,0.671,0.224,1,MORTGAGE,credit_card,1
49,52545.0,5.6,7039.15,48,4.0,6,0,0.188,0.249,2,RENT,small_business,0
32,66151.59,12.9,34253.08,36,2.7,3,1,0.344,0.303,3,OWN,home_improvement,1
47,35625.35,0.7,23823.65,36,8.5,4,0,0.516,0.467,0,RENT,debt_consolidation,0
26,15213.49,11.9,6515.56,36,9.0,5,0,0.814,0.191,1,RENT,credit_card,0
44,57202.52,2.7,12865.79,24,8.3,6,0,0.167,0.535,1,MORTGAGE,small_business,0
54,35127.27,6.2,12555.74,48,1.6,3,0,0.278,0.521,2,MORTGAGE,major_purchase,0
18,35203.02,5.2,30952.14,36,1.0,4,0,0.473,0.27,0,OWN,small_business,1
29,44574.88,1.9,8401.6,24,7.0,7,0,0.733,0.21,0,OWN,debt_consolidation,0
44,50336.12,3.5,2882.58,36,2.0,5,0,0.211,0.376,1,RENT,credit_card,0
36,53906.4,5.2,10171.83,24,2.5,2,0,0.197,0.386,0,OWN,major_purchase,0
42,33316.42,1.7,9289.98,36,9.9,1,0,0.924,0.389,0,RENT,small_business,0
31,47996.57,10.3,14384.98,12,11.1,7,1,0.314,0.562,0,RENT,credit_card,0
39,20607.64,5.6,18310.83,36,9.8,4,0,0.412,0.258,3,RENT,credit_card,1
36,64284.35,3.6,21736.01,12,13.2,3,0,0.179,0.48,2,RENT,major_purchase,0
51,12000.0,4.2,21317.3,24,2.1,9,0,0.69,0.355,1,MORTGAGE,debt_consolidation,0
41,46202.1,10.2,16150.79,24,11.0,10,0,0.261,0.091,2,MORTGAGE,debt_consolidation,0
42,89819.05,11.8,20551.32,48,14.4,5,1,0.567,0.565,0,OWN,home_improvement,1
33,30253.36,2.8,4817.05,36,14.9,10,0,0.787,0.119,0,MORTGAGE,debt_consolidation,0
33,80341.1,2.1,9373.33,36,16.0,4,0,0.567,0.388,1,RENT,debt_consolidation,1
33,102298.78,8.5,10979.46,24,4.1,5,0,0.296,0.16,0,RENT,car,0
42,12000.0,2.3,14372.62,36,4.4,6,1,0.215,0.517,2,MORTGAGE,debt_consolidation,1
33,49848.83,7.4,7500.83,24,6.2,7,0,0.228,0.427,0,MORTGAGE,major_purchase,1
41,12000.0,2.6,7314.23,60,17.1,5,0,0.101,0.27,4,RENT,major_purchase,1
61,50766.16,2.6,8842.24,36,9.5,7,0,0.592,0.355,0,RENT,credit_card,0
48,53963.1,1.4,14205.51,60,5.9,2,0,0.354,0.733,0,OWN,home_improvement,1
